[3094.9781, 3020.6696, 3777.1608, 2755.0459, 2311.8054, 2175.1118, 3184.3803, 1978.5657, 3373.5078, 106.7187, 0.0, 1411.9529, 2723.6107, 3850.6026, 2824.1026, 5914.624, 4086.7332, 3704.2018, 3530.2659, 5221.4568, 4400.6155, 4227.4551, 4402.3096, 7016.251, 6523.1425, 5450.4077, 6597.2427, 5140.255, 4775.6194]
[3986.2611, 3913.8288, 2995.6449, 2315.2873, 2324.0888, 3013.5343, 2202.2716, 1320.7742, 2177.2178, 1359.7386, 1411.9529, 0.0, 1314.2382, 2510.0579, 2250.2469, 4583.0909, 2980.1193, 2777.1388, 2752.8269, 4030.5087, 3474.4158, 3401.5801, 3530.3848, 5733.2607, 5281.6769, 4334.1666, 5354.3856, 4141.6918, 3896.8523]
[5092.5054, 5023.7492, 2876.1471, 2719.8856, 3087.8346, 4141.2894, 1986.7618, 1899.8539, 1576.3002, 2673.8445, 2723.6107, 1314.2382, 0.0, 1321.7628, 2330.2956, 3350.1658, 2171.1491, 2274.0687, 2457.6976, 3007.0288, 2866.2952, 2934.1345, 2987.3089, 4546.8243, 4152.643, 3399.3463, 4222.2953, 3375.4423, 3305.8987]
[6406.1496, 6336.6594, 3903.8018, 3972.3841, 4400.1044, 5448.6621, 3063.5313, 3213.1763, 2490.6663, 3821.5691, 3850.6026, 2510.0579, 1321.7628, 0.0, 2350.1599, 2073.3832, 1202.9137, 1669.9222, 2040.8539, 1724.9319, 1998.4166, 2212.0336, 2172.3728, 3237.8793, 2830.9305, 2164.0371, 2900.709, 2284.4221, 2396.6381]
[5903.3889, 5828.8554, 5055.8272, 4546.8243, 4557.2896, 4954.9077, 4179.7461, 3555.6293, 3883.6552, 2863.8067, 2824.1026, 2250.2469, 2330.2956, 2350.1599, 0.0, 3950.0352, 1739.8116, 1108.0514, 772.0823, 2879.8631, 1701.1517, 1449.9512, 1649.9428, 4779.7025, 4196.7249, 2930.9176, 4269.8231, 2469.8178, 2009.9945]
[8436.1985, 8368.3597, 5441.2264, 5801.9393, 6341.0918, 7490.3271, 4733.7148, 5175.2885, 4088.0585, 5889.3737, 5914.624, 4583.0909, 3350.1658, 2073.3832, 3950.0352, 0.0, 2220.6731, 2897.2209, 3324.154, 1274.6459, 2650.9048, 3017.9673, 2836.7962, 1243.8739, 1087.9389, 1641.5609, 1129.036, 2251.5427, 2772.563]
[6962.778, 6889.8677, 4989.6003, 4883.3617, 5174.3223, 5989.2728, 4116.363, 4005.1356, 3600.3472, 4089.1455, 4086.7332, 2980.1193, 2171.1491, 1202.9137, 1739.8116, 2220.6731, 0.0, 683.3333, 1115.6712, 1173.0777, 795.6772, 1040.2043, 973.6843, 3063.4495, 2503.8859, 1367.2763, 2578.2208, 1207.0395, 1200.5455]
[6693.6122, 6619.5837, 5150.2157, 4886.1766, 5070.722, 5724.1205, 4260.5751, 3946.3415, 3817.8673, 3722.1932, 3704.2018, 2777.1388, 2274.0687, 1669.9222, 1108.0514, 2897.2209, 683.3333, 0.0, 432.6919, 1775.5281, 704.8709, 663.0088, 756.1085, 3673.9322, 3088.734, 1833.7121, 3161.7945, 1437.977, 1119.7156]
[6575.9241, 6501.4956, 5315.7261, 4959.0826, 5074.391, 5614.7128, 4425.0864, 3992.1103, 4029.3369, 3559.6894, 3530.2659, 2752.8269, 2457.6976, 2040.8539, 772.0823, 3324.154, 1115.6712, 432.6919, 0.0, 2174.4093, 929.2871, 697.6662, 884.604, 4063.7285, 3467.9885, 2176.7075, 3539.9702, 1697.8745, 1252.3733]
[8009.3869, 7937.7614, 5594.541, 5695.2222, 6093.5531, 7039.2747, 4775.4581, 4906.062, 4179.7462, 5216.6933, 5221.4568, 4030.5087, 3007.0288, 1724.9319, 2879.8631, 1274.6459, 1173.0777, 1775.5281, 2174.4093, 0.0, 1399.5768, 1770.0746, 1577.0331, 1900.0731, 1330.831, 509.902, 1405.1493, 1001.804, 1498.2904]
[7398.4627, 7324.4271, 5726.2198, 5536.1004, 5754.0284, 6428.9789, 4843.4617, 4614.75, 4355.7009, 4421.1958, 4400.6155, 3474.4158, 2866.2952, 1998.4166, 1701.1517, 2650.9048, 795.6772, 704.8709, 929.2871, 1399.5768, 0.0, 370.5606, 197.9264, 3221.6786, 2610.1831, 1285.4241, 2679.4313, 768.6751, 440.4566]
[7266.0491, 7191.6881, 5809.8397, 5544.929, 5710.7199, 6302.3267, 4920.8934, 4598.5774, 4467.8229, 4255.9509, 4227.4551, 3401.5801, 2934.1345, 2212.0336, 1449.9512, 3017.9673, 1040.2043, 663.0088, 697.6662, 1770.0746, 370.5606, 0.0, 220.142, 3583.1947, 2969.0061, 1638.2571, 3037.2925, 1070.3439, 560.0778]
[7424.9527, 7350.714, 5856.5867, 5633.7176, 5826.8294, 6458.375, 4970.7707, 4700.0124, 4496.6908, 4427.5637, 4402.3096, 3530.3848, 2987.3089, 2172.3728, 1649.9428, 2836.7962, 973.6843, 756.1085, 884.604, 1577.0331, 197.9264, 220.142, 0.0, 3370.0253, 2754.4872, 1422.2361, 2822.2653, 850.6403, 374.1393]
[9639.2716, 9570.3826, 6674.6827, 7044.2451, 7572.2447, 8685.1726, 5976.9233, 6399.8482, 5330.4681, 7000.258, 7016.251, 5733.2607, 4546.8243, 3237.8793, 4779.7025, 1243.8739, 3063.4495, 3673.9322, 4063.7285, 1900.0731, 3221.6786, 3583.1947, 3370.0253, 0.0, 620.2598, 1951.1393, 559.017, 2580.4823, 3172.7112]
[9229.4366, 9159.2243, 6464.6904, 6739.7659, 7220.4378, 8266.6162, 5718.6342, 6036.9694, 5083.3333, 6513.1064, 6523.1425, 5281.6769, 4152.643, 2830.9305, 4196.7249, 1087.9389, 2503.8859, 3088.734, 3467.9885, 1330.831, 2610.1831, 2969.0061, 2754.4872, 620.2598, 0.0, 1333.3333, 74.5357, 1960.2296, 2552.5303]
[8320.2731, 8247.7101, 6060.1613, 6110.2828, 6470.553, 7347.2028, 5227.332, 5287.3539, 4644.7402, 5454.7125, 5450.4077, 4334.1666, 3399.3463, 2164.0371, 2930.9176, 1641.5609, 1367.2763, 1833.7121, 2176.7075, 509.902, 1285.4241, 1638.2571, 1422.2361, 1951.1393, 1333.3333, 0.0, 1400.3968, 648.2884, 1230.4185]
[9300.6124, 9230.4599, 6521.9289, 6804.3287, 7288.2135, 8338.1487, 5779.5137, 6105.2346, 5143.0915, 6587.0665, 6597.2427, 5354.3856, 4222.2953, 2900.709, 4269.8231, 1129.036, 2578.2208, 3161.7945, 3539.9702, 1405.1493, 2679.4313, 3037.2925, 2822.2653, 559.017, 74.5357, 1400.3968, 0.0, 2023.542, 2616.2286]
[8102.4688, 8028.8369, 6164.2563, 6090.1788, 6373.0334, 7130.0615, 5300.9695, 5208.8866, 4760.5439, 5156.0374, 5140.255, 4141.6918, 3375.4423, 2284.4221, 2469.8178, 2251.5427, 1207.0395, 1437.977, 1697.8745, 1001.804, 768.6751, 1070.3439, 850.6403, 2580.4823, 1960.2296, 648.2884, 2023.542, 0.0, 592.94]
[7798.6979, 7724.4744, 6162.5485, 5975.7306, 6186.0599, 6831.7942, 5281.0523, 5051.3909, 4787.104, 4801.3399, 4775.6194, 3896.8523, 3305.8987, 2396.6381, 2009.9945, 2772.563, 1200.5455, 1119.7156, 1252.3733, 1498.2904, 440.4566, 560.0778, 374.1393, 3172.7112, 2552.5303, 1230.4185, 2616.2286, 592.94, 0.0]
